Brand,Frame,Head size,Stiffness,Recommended tension,Composition,Power level,Swing speed
Yonex,VCORE SV 100 Lite,100 sq. in. / 645 sq. cm.,High - 71% (69 RA),45-60 pounds,H.M. Graphite/ Black Micro Core/Nanometric XT,Low-Med,Fast
Yonex,VCORE SV 100+,100 sq. in. / 645.16 sq. cm.,High - 76% (70 RA),45-60 pounds,"HM Graphite, Black Micro Core, Nanometric XT",Low-Medium,Medium-Fast
Yonex,VCORE SV 100S,100 sq. in. / 645.16 sq. cm.,High - 71% (69 RA),40-55 pounds,H.M. Graphite/ Black Micro Core/Nanometric XT,Low-Medium,Medium-Fast
Yonex,VCORE SV 95,95 sq. in. / 613 sq. cm.,Average - 52% (65 RA),45-60 pounds,H.M. Graphite/ Black Micro Core/Nanometric XT,Low,Fast
Yonex,VCORE SV 98,98 sq. in. / 630 sq. cm.,High - 61% (67 RA),45-60 pounds,H.M. Graphite/ Black Micro Core/Nanometric XT,Low-Medium,Fast
Yonex,VCORE SV 98 Lite,98 sq. in. / 630 sq. cm.,Average - 52% (65 RA),45-60 pounds,H.M. Graphite/ Black Micro Core/Nanometric XT,Low-Med,Med-Fast
Yonex,VCORE SV 98+,98 sq. in. / 632.26 sq. cm.,High - 66% (68 RA),45-60 pounds,"HM Graphite, Black Micro Core, Nanometric XT",Low-Medium,Medium-Fast
Yonex,VCORE Team,98 sq. in MP,Average - 42% (63 RA),,Graphite,Low-Medium,Moderate-Fast
Yonex,VCORE Tour 89,89 sq. in. / 574.19 sq. cm.,Average - 47% (64 RA),50-65 pounds,Micro Core / X-Fullerene,Low,Fast
Yonex,VCORE Tour 97 (310g),97 sq. in. / 625.81 sq. cm.,High - 61% (67 RA),50-65 pounds,: H.M. Graphite / X-Fullerene/ Micro Core,Low,Fast
Yonex,VCORE Tour 97 (330g),97 sq. in. / 625.81 sq. cm.,Average - 57% (66 RA),50-65 pounds,Micro Core / X-Fullerene,Low,Fast
Yonex,VCORE Tour F 93,93 sq. in. / 600 sq. cm.,Average - 47% (64 RA),50-65 pounds,H.M. Graphite/ Black Micro Core/ Nanometric,Low,Fast
Yonex,VCORE Tour F 97 (290g),97 sq. in. / 625.81 sq. cm.,Average - 57% (66 RA),50-65 pounds,H.M. Graphite/ Black Micro Core/ Nanometric,Low,Fast
Yonex,VCORE Tour F 97 (310g),97 sq. in. / 625.81 sq. cm.,Average - 57% (66 RA),50-65 pounds,H.M. Graphite / Black Micro Core / Nanometric,Low,Fast
Yonex,VCORE Tour G 310,97 sq. in. / 625.81 sq. cm.,Average - 42% (63 RA),50-65 pounds,"H.M. Graphite, Micro Core",Low,Fast
Yonex,VCORE Tour G 330 (Wawrinka),97 sq. in. / 625.81 sq. cm.,Average - 42% (63 RA),50-65 pounds,"H.M. Graphite, Micro Core",Low,Fast
Yonex,VCORE Tour HG 330 (Wawrinka),97 sq. in. / 625.81 sq. cm.,Average - 42% (63 RA),50-65 pounds,"H.M. Graphite, Micro Core",Low,Fast
Yonex,VCORE Xi 100,100 sq. in. / 645.16 sq. cm.,Very high - 80% (71 RA),45-60 pounds,H.M. Graphite / X-Fullerene/ Micro Core,Low-Medium,Medium-Fast
Yonex,VCORE Xi 100 Lite,100 sq. in. / 645.16 sq. cm.,High - 61% (67 RA),45-60 pounds,H.M. Graphite / X-Fullerene/ Micro Core,Low-Medium,Medium-Fast
Yonex,VCORE Xi 98,98 sq. in. / 632.26 sq. cm.,High - 71% (69 RA),50-65 pounds,H.M. Graphite / X-Fullerene/ Micro Core,Low-Medium,Fast
Yonex,VCORE Xi Team,98 sq. in. / 632.26 sq. cm.,High - 61% (67 RA),45-60 pounds,Graphite,Low-Medium,Medium-Fast
Yonex,VCORE Xi Team Plus,98 sq. in. / 632.26 sq. cm.,Average - 57% (66 RA),50-60 pounds,Graphite,Low-Medium,Medium-Fast
Tecnifibre,ATP TFight 280 XTC,100 sq. in. / 645.16 sq. cm.,High - 66% (68 RA),49-55 pounds,Dynacore HD/Graphite,Low-Medium,Medium-Fast
Tecnifibre,ATP TFight 295 XTC,100 sq. in. / 645.16 sq. cm.,High - 71% (69 RA),49-55 pounds,Dynacore HD/Graphite,Low-Medium,Medium-Fast
Tecnifibre,ATP TFight 300 XTC,98 sq. in. / 632.26 sq. cm.,High - 71% (69 RA),49-55 pounds,Dynacore HD/Graphite,Low-Medium,Medium-Fast
Tecnifibre,ATP TFight 305 XTC,98 sq. in. / 632.26 sq. cm.,Average - 52% (65 RA),49-55 pounds,Dynacore HD/Graphite,Low,Fast
Tecnifibre,ATP TFight 315 XTC,98 sq. in. / 632.26 sq. cm.,High - 66% (68 RA),49-55 pounds,Dynacore HD/Graphite,Low-Medium,Medium-Fast
Tecnifibre,ATP TFight 320 XTC,98 sq. in. / 632.26 sq. cm.,High - 66% (68 RA),49-55 pounds,Dynacore HD/Graphite,Low,Fast
Tecnifibre,T. Rebound Tempo 290,100 sq. in. / 645.16 sq. cm.,High - 66% (68 RA),50-55 pounds,Graphite,Low-Medium,Medium-Fast
Tecnifibre,TF40 305,98 in² / 632.26 cm²,Average - 47% (64 RA),49-55 pounds,Dynacore XTC/Graphite,Low,Fast
Tecnifibre,TF40 315,98 in² / 632.26 cm²,Average - 47% (64 RA),49-55 pounds,Dynacore XTC/Graphite,Low,Fast
Tecnifibre,TFight 255,100 sq. in. / 645.16 sq. cm.,High - 66% (68 RA),55-65 pounds,Graphite & Texalium,Low-Medium,Medium-Fast
Tecnifibre,TFight 295 Dynacore,100 sq. in. / 645.16 sq. cm.,High - 66% (68 RA),49-55 pounds,Graphite / Dynacore,Low-Medium,Medium-Fast
Tecnifibre,TFight 295 MP,100 sq. in. / 645.16 sq. cm.,High - 76% (70 RA),55-65 pounds,Graphite & Texalium,Low-Medium,Medium-Fast
Tecnifibre,TFight 295 RS,100 in² / 645.16 cm²,High - 76% (70 RA),49-55 pounds,Dynacore HD/Graphite,Low-Medium,Medium-Fast
Tecnifibre,TFight 295 TP ATP,95 sq. in. / 612.9 sq. cm.,High - 71% (69 RA),55-65 pounds,Graphite & Texalium,Low-Medium,Medium-Fast
Tecnifibre,TFight 300 DC,98 sq. in MP,,,Graphite/Dynacore,Low-Medium,Moderate-Fast
Tecnifibre,TFight 300 Dynacore,98 sq. in. / 632.26 sq. cm.,High - 66% (68 RA),50-56 pounds,Graphite / Dynacore,Low-Medium,Fast
Tecnifibre,TFight 300 RS,98 in² / 632.26 cm²,Average - 57% (66 RA),49-55 pounds,Dynacore HD/Graphite,Low-Medium,Medium-Fast
Tecnifibre,TFight 305 Dynacore,95 sq. in. / 612.9 sq. cm.,High - 66% (68 RA),50-66 pounds,Graphite / Dynacore,Low,Fast
Tecnifibre,TFight 305 RS,98 in² / 632.26 cm²,High - 61% (67 RA),50-55 pounds,Dynacore HD/Graphite,Low,Fast
Tecnifibre,TFight 305 TP ATP,95 sq. in. / 612.9 sq. cm.,High - 71% (69 RA),55-65 pounds,Graphite and Carbon Stabyl Fibers,Low-Medium,Medium-Fast
Tecnifibre,TFight 315 Dynacore,98 sq. in. / 632.26 sq. cm.,High - 61% (67 RA),50-56 pounds,Graphite / Dynacore,Low,Fast
Tecnifibre,TFight 315 Ltd. TP ATP 16 Main,98 sq. in. / 632.26 sq. cm.,Low - 23% (59 RA),55-65 pounds,Graphite & Texalium,Low,Fast
Tecnifibre,TFight 315 Ltd. TP ATP 18 Main,98 sq. in. / 632.26 sq. cm.,Low - 33% (61 RA),55-65 pounds,Graphite & Texalium,Low,Fast
Tecnifibre,TFight 315 RS,98 in² / 632.26 cm²,High - 71% (69 RA),49-55 pounds,Dynacore HD/Graphite,Low-Medium,Medium-Fast
Tecnifibre,TFight 320 TP ATP,95 sq. in. / 612.9 sq. cm.,Average - 57% (66 RA),55-65 pounds,Graphite & Texalium,Low,Fast
Tecnifibre,TFight 325 Dynacore,95 sq. in. / 612.9 sq. cm.,High - 61% (67 RA),50-56 pounds,Graphite / Dynacore,Low,Fast
Tecnifibre,TFight 325 TP ATP,95 sq. in. / 612.9 sq. cm.,High - 66% (68 RA),55-65 pounds,Graphite & Texalium,Low,Fast
Tecnifibre,TFight DC 300,98 sq. in. / 632.26 sq. cm.,High - 66% (68 RA),49-62 pounds,Graphite/Dynacore,Low-Medium,Fast
Tecnifibre,TFight DC 305,98 sq. in. / 632.26 sq. cm.,Average - 52% (65 RA),49-62 pounds,Graphite/Dynacore,Low,Fast
Tecnifibre,TFight DC 315,98 sq. in. / 632.26 sq. cm.,High - 61% (67 RA),49-62 pounds,Graphite/Dynacore,Low,Fast
Tecnifibre,TFight DC 320,98 sq. in. / 632.26 sq. cm.,High - 66% (68 RA),49-62 pounds,Graphite/Dynacore,Low,Fast
Tecnifibre,TFlash 270 CES,100 in² / 645.16 cm²,Very high - 85% (72 RA),49-55 pounds,Graphite,Low-Medium,Medium-Fast
Tecnifibre,TFlash 270 PS,100 sq. in. / 645.16 sq. cm.,High - 66% (68 RA),49-59 pounds,Graphite w/Sensor Link Dampening,Low-Medium,Medium-Fast
Tecnifibre,TFlash 285 CES,100 in² / 645.16 cm²,Very high - 85% (72 RA),49-55 pounds,Graphite,Low-Medium,Medium-Fast
Tecnifibre,TFlash 285 PS,100 sq. in. / 645.16 sq. cm.,High - 66% (68 RA),49-59 pounds,Graphite w/Sensor Link Dampening,Low-Medium,Medium-Fast
Tecnifibre,TFlash 300 ATP,100 sq. in. / 645.16 sq. cm.,Very high - 85% (72 RA),49-59 pounds,Graphite,Medium,Medium-Fast
Tecnifibre,TFlash 300 CES,100 in² / 645.16 cm²,Very high - 85% (72 RA),49-55 pounds,Graphite,Low-Medium,Medium-Fast
Tecnifibre,TFlash 300 Dynacore ATP,100 sq. in. / 645.16 sq. cm.,Very high - 80% (71 RA),50-56 pounds,Graphite & Dynacore,Medium,Medium-Fast
Tecnifibre,TFlash 300 PS,100 sq. in. / 645.16 sq. cm.,Very high - 80% (71 RA),49-59 pounds,Graphite w/Sensor Link Dampening,Low-Medium,Medium-Fast
Tecnifibre,TFlash 315 ATP,100 sq. in. / 645.16 sq. cm.,Very high - 80% (71 RA),49-59 pounds,Graphite,Medium,Medium-Fast
Tecnifibre,TFlash 315 Dynacore ATP,100 sq. in. / 645.16 sq. cm.,Very high - 80% (71 RA),50-56 pounds,Graphite & Dynacore,Low-Medium,Fast
Tecnifibre,TRebound 265 Pro,105 sq. in. / 677.42 sq. cm.,Very high - 85% (72 RA),49-55 pounds,Graphite & Texalium,Medium,Medium
Tecnifibre,TRebound 295 Pro,100 sq. in. / 645.16 sq. cm.,Very high - 80% (71 RA),49-55 pounds,Graphite & Carbone 3K,Low-Medium,Medium-Fast
Tecnifibre,TRebound 298 IGA,98 in / 632.26 cm,Very high - 80% (71 RA),50-55 pounds,Dynacore/Graphite,Low-Medium,Medium-Fast
Head,Graphene 360 Extreme Lite,100 in² / 645.16 cm²,Low - 38% (62 RA),52-62 pounds,Graphene 360/Graphite,Low-Medium,Medium-Fast
Head,Graphene 360 Extreme MP,100 in² / 645.16 cm²,Average - 42% (63 RA),52-62 pounds,Graphene 360/Graphite,Low-Medium,Medium-Fast
Head,Graphene 360 Extreme Pro,100 in² / 645.16 cm²,Average - 47% (64 RA),52-62 pounds,Graphene 360/Graphite,Low-Medium,Medium-Fast
Head,Graphene 360 Instinct Lite,107 in² / 690.32 cm²,Average - 47% (64 RA),48-57 pounds,Graphene 360/Graphite,Medium,Medium
Head,Graphene 360 Instinct MP,100 in² / 645.16 cm²,Average - 52% (65 RA),48-57 pounds,Graphene 360/Graphite,Low-Medium,Medium-Fast
Head,Graphene 360 Instinct PWR,115 in² / 741.93 cm²,High - 76% (70 RA),52-62 pounds,Graphene 360/Graphite,Medium-High,Slow-Moderate
Head,Graphene 360 Instinct S,100 in² / 645.16 cm²,Average - 52% (65 RA),48-57 pounds,Graphene 360/Graphite,Low-Medium,Medium-Fast
Head,Graphene 360 Radical MP,98 in² / 632.26 cm²,High - 66% (68 RA),48-57 pounds,Graphene 360/Graphite,Low-Medium,Medium-Fast
Head,Graphene 360 Radical Pro,98 in² / 632.26 cm²,High - 66% (68 RA),48-57 pounds,Graphene 360/Graphite,Low-Medium,Medium-Fast
Head,Graphene 360 Radical PWR,110 in² / 709.68 cm²,High - 71% (69 RA),52-62 pounds,Graphene 360/Graphite,Medium-High,Slow-Moderate
Head,Graphene 360 Radical S,102 in² / 658.06 cm²,Low - 33% (61 RA),48-57 pounds,Graphene 360/Graphite,Low-Medium,Medium-Fast
Head,Graphene 360 Speed Lite,100 sq. in. / 645.16 sq. cm.,High - 66% (68 RA),48-57 pounds,Graphene 360/Graphite,Low-Medium,Medium-Fast
Head,Graphene 360 Speed MP,100 sq. in. / 645.16 sq. cm.,Average - 42% (63 RA),48-57 pounds,Graphene 360/Graphite,Low-Medium,Medium-Fast
Head,Graphene 360 Speed MP Lite,100 sq. in. / 645.16 sq. cm.,Average - 42% (63 RA),48-57 pounds,Graphene 360/Graphite,Low-Medium,Medium-Fast
Head,Graphene 360 Speed Pro,100 sq. in. / 645.16 sq. cm.,Low - 38% (62 RA),48-57 pounds,Graphene 360/Graphite,Low,Fast
Head,Graphene 360 Speed S,100 sq. in. / 645.16 sq. cm.,High - 71% (69 RA),48-57 pounds,Graphene 360/Graphite,Low-Medium,Medium-Fast
Head,Graphene 360+ Extreme Lite,105 in² / 677.42 cm²,High - 61% (67 RA),52-62 pounds,Graphene 360+/Graphite,Low-Medium,Medium-Fast
Head,Graphene 360+ Extreme MP,100 in² / 645.16 cm²,Average - 57% (66 RA),52-62 pounds,Graphene 360+/Graphite,Low-Medium,Medium-Fast
Head,Graphene 360+ Extreme PWR,115 in² / 741.93 cm²,Average - 57% (66 RA),52-62 pounds,Graphene 360+/Graphite,High,Slow
Head,Graphene 360+ Extreme S,105 in² / 677.42 cm²,Average - 57% (66 RA),52-62 pounds,Graphene 360+/Graphite,Low-Medium,Medium-Fast
Head,Graphene 360+ Extreme Tour,98 in² / 632.26 cm²,Average - 52% (65 RA),48-57 pounds,Graphene 360+/Graphite,Low-Medium,Medium-Fast
Head,Graphene 360+ Gravity Lite,104 in² / 670.97 cm²,Low - 28% (60 RA),48-57 pounds,Graphene 360+/Graphite,Low-Medium,Medium-Fast
Head,Graphene 360+ Gravity MP,100 in² / 645.16 cm²,Low - 38% (62 RA),48-57 pounds,Graphene 360+/Graphite,Low-Medium,Medium-Fast
Head,Graphene 360+ Gravity MP Lite,100 in² / 645.16 cm²,Low - 38% (62 RA),48-57 pounds,Graphene 360+/Graphite,Low-Medium,Medium-Fast
Head,Graphene 360+ Gravity Pro,100 in² / 645.16 cm²,Low - 38% (62 RA),48-57 pounds,Graphene 360+/Graphite,Low,Fast
Head,Graphene 360+ Gravity S,104 in² / 670.97 cm²,Low - 33% (61 RA),48-57 pounds,Graphene 360+/Graphite,Low-Medium,Medium-Fast
Head,Graphene 360+ Gravity Tour,100 in² / 645.16 cm²,Low - 33% (61 RA),48-57 pounds,Graphene 360+/Graphite,Low,Fast
Head,Graphene 360+ Instinct Lite,107 in² / 690.32 cm²,Average - 42% (63 RA),48-57 pounds,Graphene 360+/Graphite,Medium,Medium
Head,Graphene 360+ Instinct MP,100 in² / 645.16 cm²,Average - 47% (64 RA),48-57 pounds,Graphene 360+/Graphite,Low-Medium,Medium-Fast
Head,Graphene 360+ Instinct PWR,115 in² / 741.93 cm²,High - 76% (70 RA),52-62 pounds,Graphene 360+/Graphite,Medium-High,Slow-Moderate
Head,Graphene 360+ Prestige Mid,93 in² / 600 cm²,Average - 52% (65 RA),48-57 pounds,Graphene 360+/Graphite,Low,Fast
Head,Graphene 360+ Prestige Midplus,98 in² / 632.26 cm²,Low - 33% (61 RA),48-57 pounds,Graphene 360+/Graphite,Low,Fast
Head,Graphene 360+ Prestige Pro,95 in² / 612.9 cm²,Average - 52% (65 RA),48-57 pounds,Graphene 360+/Graphite,Low-Medium,Medium-Fast
Head,Graphene 360+ Prestige Tour,99 in² / 638.71 cm²,Average - 52% (65 RA),48-57 pounds,Graphene 360+/Graphite,Low,Fast
Head,Graphene 360+ Speed Lite,100 in² / 645.16 cm²,High - 66% (68 RA),48-57 pounds,Graphene 360+/Graphite,Low-Medium,Medium-Fast
Head,Graphene 360+ Speed MP,100 in² / 645.16 cm²,Average - 47% (64 RA),48-57 pounds,Graphene 360+/Graphite,Low-Medium,Medium-Fast
Head,Graphene 360+ Speed MP Lite,100 in² / 645.16 cm²,Average - 47% (64 RA),48-57 pounds,Graphene 360+/Graphite,Low-Medium,Medium-Fast
Head,Graphene 360+ Speed Pro,100 in² / 645.16 cm²,Low - 38% (62 RA),48-57 pounds,Graphene 360+/Graphite,Low,Fast
Head,Graphene 360+ Speed Pro (Black) Racquets,100 in² / 645.16 cm²,Low - 38% (62 RA),48-57 pounds,Graphene 360+/Graphite,Low,Fast
Head,Graphene 360+ Speed PWR,115 in² / 741.93 cm²,High - 71% (69 RA),52-62 pounds,Graphene 360+/Graphite,High,Slow
Head,Graphene 360+ Speed S,100 in² / 645.16 cm²,High - 71% (69 RA),48-57 pounds,Graphene 360+/Graphite,Low-Medium,Medium-Fast
Head,Graphene Extreme Lite,100 sq. in. / 645.16 sq. cm.,Average - 42% (63 RA),48-57 pounds,Graphene,Medium,Medium
Head,Graphene Extreme MP,100 sq. in. / 645.16 sq. cm.,High - 71% (69 RA),48-57 pounds,Graphene,Low-Medium,Medium-Fast
Head,Graphene Extreme Pro,100 sq. in. / 645.16 sq. cm.,High - 71% (69 RA),48-57 pounds,Graphene,Low-Medium,Medium-Fast
Head,Graphene Instinct MP,100 sq. in. / 645.16 sq. cm.,High - 76% (70 RA),48-57 pounds,Graphene,Low-Medium,Medium-Fast
Head,Graphene Instinct PWR,115 sq. in. / 741.93 sq. cm.,High - 76% (70 RA),52-62 pounds,Graphene,Medium-High,Slow-Moderate
Head,Graphene Instinct Rev,100 sq. in. / 645.16 sq. cm.,Low - 23% (59 RA),50-60 pounds,Graphene,Medium,Medium
Head,Graphene Instinct S,102 sq. in. / 658.06 sq. cm.,Very high - 85% (72 RA),50-60 pounds,Graphene,Medium,Medium
Head,Graphene Laser MP Racquet,102 in² / 658.06 cm²,High - 76% (70 RA),52-62 pounds,Graphene/Graphite,Low-Medium,Medium-Fast
Head,Graphene Laser OS Racquet,110 in² / 709.68 cm²,High - 66% (68 RA),52-62 pounds,Graphene/Graphite,Medium,Medium
Head,Graphene Prestige Midplus,98 sq. in. / 632.26 sq. cm.,Average - 47% (64 RA),48-57 pounds,Graphene,Low,Fast
Head,Graphene Prestige Pro,98 sq. in. / 632.26 sq. cm.,Average - 42% (63 RA),48-57 pounds,Graphene,Low,Fast
Head,Graphene Prestige PWR,107 sq. in. / 690.32 sq. cm.,Very high - 85% (72 RA),52-62 pounds,Graphene,Medium-High,Medium-Fast
Head,Graphene Prestige Rev Pro,93 sq. in. / 600 sq. cm.,Low - 33% (61 RA),48-57 pounds,Graphene,Low,Fast
Head,Graphene Prestige S,98 sq. in. / 632.26 sq. cm.,Low - 33% (61 RA),48-57 pounds,Graphene,Low-Medium,Medium-Fast
Head,Graphene Radical Midplus,98 sq. in. / 632.26 sq. cm.,Average - 47% (64 RA),48-57 pounds,Graphene,Low-Medium,Medium-Fast
Head,Graphene Radical Pro,98 sq. in. / 632.26 sq. cm.,High - 66% (68 RA),48-57 pounds,Graphene,Low,Fast
Head,Graphene Radical Rev,98 sq. in. / 632.26 sq. cm.,Average - 42% (63 RA),48-57 pounds,Graphene,Low-Medium,Medium
Head,Graphene Radical S,102 sq. in. / 658.06 sq. cm.,Average - 42% (63 RA),48-57 pounds,Graphene,Low-Medium,Medium
Head,Graphene Speed MP,100 sq. in. / 645.16 sq. cm.,Average - 57% (66 RA),50-60 pounds,d30 / Graphene,Low,Fast
Head,Graphene Speed Pro,100 sq. in. / 645.16 sq. cm.,High - 66% (68 RA),48-57 pounds,Graphene,Low,Fast
Head,Graphene Speed PWR,115 sq. in. / 741.93 sq. cm.,High - 61% (67 RA),52-62 pounds,Graphene,Medium-High,Medium-Fast
Head,Graphene Speed Rev,100 sq. in. / 645.16 sq. cm.,Average - 42% (63 RA),48-57 pounds,d30 / Graphene,Medium,Medium
Head,Graphene Speed S,100 sq. in. / 645.16 sq. cm.,Average - 57% (66 RA),48-57 pounds,Graphene,Low-Medium,Medium-Fast
Head,Graphene Touch Extreme Lite,100 sq. in. / 645.16 sq. cm.,Low - 33% (61 RA),52-62 pounds,Graphene Touch/Graphite,Low-Medium,Medium-Fast
Head,Graphene Touch Extreme MP,100 sq. in. / 645 sq. cm.,Average - 47% (64 RA),52-62 pounds,Graphene Touch/Graphite,Low-Medium,Medium-Fast
Head,Graphene Touch Instinct Adaptive,100 sq. in. / 645.16 sq. cm.,Average - 47% (64 RA),48-57 pounds,Graphite/Graphene Touch,Low-Medium,Medium-Fast
Head,Graphene Touch Instinct Lite,107 sq. in. / 690.32 sq. cm.,Low - 33% (61 RA),48-57 pounds,Graphene Touch/Graphite,Medium,Medium
Head,Graphene Touch Instinct MP,100 sq. in. / 645.16 sq. cm.,High - 71% (69 RA),48-57 pounds,Graphene Touch/Graphite,Low-Medium,Medium-Fast
Head,Graphene Touch Instinct PWR,115 sq. in. / 741.93 sq. cm.,High - 71% (69 RA),48-57 pounds,Graphite/Graphene Touch,Medium-High,Slow-Moderate
Head,Graphene Touch Instinct S,100 sq. in. / 645.16 sq. cm.,Average - 47% (64 RA),48-57 pounds,Graphene Touch/Graphite,Low-Medium,Medium-Fast
Head,Graphene Touch Prestige Mid,93 sq. in. / 600 sq. cm.,Low - 33% (61 RA),48-57 pounds,Graphene Touch/Graphite,Low,Fast
Head,Graphene Touch Prestige Midplus,95 sq. in. / 612.9 sq. cm.,Average - 52% (65 RA),48-57 pounds,Graphene Touch/Graphite,Low,Fast
Head,Graphene Touch Prestige Midplus (MP),95 sq. in. / 612.9 sq. cm.,Average - 52% (65 RA),48-57 pounds,Graphene Touch/Graphite,Low,Fast
Head,Graphene Touch Prestige Pro,95 sq. in. / 612.9 sq. cm.,Average - 42% (63 RA),48-57 pounds,Graphene Touch/Graphite,Low-Medium,Medium-Fast
Head,Graphene Touch Prestige Tour,99 sq. in. / 638.71 sq. cm.,Average - 52% (65 RA),48-57 pounds,Graphene Touch/Graphite,Low,Fast
Head,Graphene Touch Radical MP,98 sq. in. / 632.26 sq. cm.,Average - 52% (65 RA),48-57 pounds,Graphene Touch/Graphite,Low-Medium,Medium-Fast
Head,Graphene Touch Radical MP Ltd.,98 sq. in. / 632.26 sq. cm.,Average - 52% (65 RA),48-57 pounds,Graphene Touch/Graphite,Low-Medium,Medium-Fast
Head,Graphene Touch Radical Pro,98 sq. in. / 632.26 sq. cm.,Average - 57% (66 RA),48-57 pounds,Graphene Touch/Graphite,Low-Medium,Medium-Fast
Head,Graphene Touch Radical PWR,110 sq. in. / 709.68 sq. cm.,Average - 57% (66 RA),52-62 pounds,Graphene XT/Graphite,Medium-High,Slow-Moderate
Head,Graphene Touch Radical S,102 sq. in. / 658.06 sq. cm.,Low - 33% (61 RA),48-57 pounds,Graphene Touch/Graphite,Low-Medium,Medium-Fast
Head,Graphene Touch Speed Adaptive,100 sq. in. / 645.16 sq. cm.,Very low - 14% (57 RA),48-57 pounds,Graphite/Graphene Touch,Low-Medium,Medium-Fast
Head,Graphene Touch Speed MP,100 sq. in. / 645.16 sq. cm.,Average - 47% (64 RA),48-57 pounds,Graphite/Graphene Touch,Low-Medium,Fast
Head,Graphene Touch Speed Pro,100 sq. in. / 645.16 sq. cm.,Average - 42% (63 RA),48-57 pounds,Graphite/Graphene Touch,Low,Fast
Head,Graphene Touch Speed PWR,115 sq. in. / 741.93 sq. cm.,Average - 42% (63 RA),48-57 pounds,Graphene Touch/Graphite,Medium-High,Slow-Moderate
Head,Graphene Touch Speed S,100 sq. in. / 645.16 sq. cm.,Average - 57% (66 RA),48-57 pounds,Graphite/Graphene Touch,Low-Medium,Medium-Fast
Head,Graphene XT Extreme Lite,100 sq. in. / 645.16 sq. cm.,Low - 38% (62 RA),48-57 pounds,Graphene XT,Medium,Medium-Fast
Head,Graphene XT Extreme MP A,100 sq. in. / 645.16 sq. cm.,Average - 57% (66 RA),48-57 pounds,Graphene XT,Low-Medium,Medium-Fast
Head,Graphene XT Extreme Pro,100 sq. in. / 645.16 sq. cm.,High - 66% (68 RA),48-57 pounds,Graphene XT,Low-Medium,Medium-Fast
Head,Graphene XT Instinct MP,100 sq. in. / 645.16 sq. cm.,Average - 57% (66 RA),48-57 pounds,Graphene XT,Low-Medium,Medium-Fast
Head,Graphene XT Instinct PWR,115 sq. in. / 741.93 sq. cm.,High - 76% (70 RA),52-62 pounds,Graphene XT,Medium-High,Slow-Moderate
Head,Graphene XT Instinct Rev Pro,100 sq. in. / 645.16 sq. cm.,Low - 33% (61 RA),48-57 pounds,Graphene XT,Medium,Medium
Head,Graphene XT Instinct S,102 sq. in. / 658.06 sq. cm.,Very high - 80% (71 RA),48-57 pounds,Graphene XT,Medium,Medium
Head,Graphene XT Prestige Midplus,98 sq. in. / 632.26 sq. cm.,Average - 52% (65 RA),48-57 pounds,Graphite/Graphene,Low,Fast
Head,Graphene XT Prestige Pro,98 sq. in. / 632.26 sq. cm.,Average - 42% (63 RA),48-57 pounds,Graphite/Graphene,Low,Fast
Head,Graphene XT Prestige PWR,107 sq. in. / 690.32 sq. cm.,High - 66% (68 RA),52-62 pounds,Graphite w/Graphene XT,Medium-High,Medium-Fast
Head,Graphene XT Prestige Rev Pro,93 sq. in. / 600 sq. cm.,Low - 23% (59 RA),48-57 pounds,Graphite/Graphene,Low,Fast
Head,Graphene XT Prestige S,98 sq. in. / 632.26 sq. cm.,Low - 38% (62 RA),48-57 pounds,Graphite/Graphene,Low-Medium,Medium-Fast
Head,Graphene XT Radical Lite,102 sq. in MP,Very low - 9% (56 RA),,Graphene,Medium,Medium
Head,Graphene XT Radical MP,98 in² / 632.26 cm²,Average - 42% (63 RA),48-57 pounds,Graphene XT/Graphite,Low-Medium,Medium-Fast
Head,Graphene XT Radical MP A,98 sq. in MP,Average - 47% (64 RA),,Graphene,Low,Fast
Head,Graphene XT Radical MP Ltd.,98 sq. in. / 632.26 sq. cm.,Average - 42% (63 RA),48-57 pounds,Graphene XT/Graphite,Low-Medium,Medium-Fast
Head,Graphene XT Radical Pro,98 sq. in MP,Average - 52% (65 RA),,Graphene,Low,Fast
Head,Graphene XT Radical PWR,110 sq. in. / 709.68 sq. cm.,High - 71% (69 RA),52-62 pounds,Graphene XT/Graphite,Medium-High,Slow-Moderate
Head,Graphene XT Radical S,102 sq. in MP,Very low - 19% (58 RA),,Graphene,Low-Medium,Fast
Head,Graphene XT Speed Lite,102 sq. in MP,Average - 57% (66 RA),,Graphene XT,Medium,Medium
Head,Graphene XT Speed MP,100 in² / 645.16 cm²,High - 61% (67 RA),48-57 pounds,Graphene XT/Graphite,Low-Medium,Fast
Head,Graphene XT Speed MP A,100 sq. in. / 645.16 sq. cm.,High - 61% (67 RA),48-57 pounds,Graphene XT,Low,Fast
Head,Graphene XT Speed MP Ltd. Edition,100 sq. in. / 645.16 sq. cm.,High - 61% (67 RA),48-57 pounds,Graphene XT/Graphite,Low-Medium,Fast
Head,Graphene XT Speed Pro,100 sq. in. / 645.16 sq. cm.,High - 61% (67 RA),48-57 pounds,Graphene XT,Low,Fast
Head,Graphene XT Speed PWR,115 sq. in. / 741.93 sq. cm.,High - 61% (67 RA),52-62 pounds,Graphene XT,Medium-High,Medium-Fast
Head,Graphene XT Speed Rev Pro,98 sq. in. / 632.26 sq. cm.,Low - 33% (61 RA),48-57 pounds,Graphene XT,Low-Medium,Medium-Fast
